SK_ID_CURR,TARGET_x
354432.0,0.0
294908.0,1.0
124080.0,0.0
436751.0,0.0
179781.0,0.0
372902.0,0.0
361538.0,1.0
114231.0,1.0
397727.0,0.0
354866.0,0.0
131587.0,0.0
392312.0,0.0
334199.0,0.0
278459.0,0.0
417403.0,0.0
264788.0,0.0
163216.0,0.0
143052.0,0.0
143496.0,0.0
374377.0,0.0
258001.0,1.0
197725.0,0.0
418326.0,0.0
232904.0,0.0
337844.0,0.0
177655.0,0.0
183240.0,0.0
342863.0,0.0
192917.0,0.0
430359.0,0.0
301293.0,0.0
421905.0,0.0
399426.0,0.0
330302.0,0.0
144366.0,0.0
342036.0,0.0
260416.0,0.0
452060.0,0.0
126848.0,0.0
272627.0,0.0
350298.0,0.0
364710.0,0.0
180376.0,0.0
395552.0,0.0
417300.0,0.0
128524.0,0.0
237551.0,0.0
316137.0,0.0
191535.0,0.0
173685.0,0.0
272623.0,0.0
250252.0,0.0
313514.0,1.0
109090.0,0.0
404035.0,0.0
323849.0,0.0
265372.0,0.0
413357.0,0.0
262878.0,0.0
118644.0,0.0
349024.0,0.0
276223.0,0.0
430079.0,0.0
318044.0,0.0
253327.0,0.0
443311.0,1.0
425106.0,0.0
116806.0,0.0
437865.0,0.0
297620.0,1.0
322981.0,0.0
185931.0,0.0
379070.0,0.0
249679.0,0.0
263682.0,0.0
353977.0,0.0
259470.0,1.0
341848.0,0.0
192237.0,0.0
142749.0,0.0
366137.0,0.0
166250.0,0.0
442444.0,0.0
216046.0,0.0
235753.0,0.0
269825.0,0.0
215447.0,0.0
223259.0,0.0
156746.0,0.0
166322.0,0.0
225900.0,0.0
446544.0,0.0
330854.0,0.0
267738.0,0.0
108880.0,0.0
174162.0,0.0
373548.0,0.0
424996.0,0.0
242250.0,0.0
181819.0,0.0
451370.0,0.0
163308.0,1.0
163744.0,0.0
354050.0,0.0
269642.0,0.0
367170.0,0.0
191476.0,0.0
324466.0,0.0
305761.0,0.0
389128.0,0.0
385387.0,0.0
435049.0,0.0
407322.0,0.0
338090.0,1.0
101661.0,0.0
124899.0,0.0
312594.0,1.0
263681.0,0.0
339417.0,0.0
205659.0,0.0
403252.0,0.0
448021.0,0.0
441066.0,0.0
154962.0,0.0
451301.0,0.0
111775.0,0.0
424859.0,0.0
173606.0,0.0
260193.0,0.0
300062.0,0.0
121070.0,1.0
195225.0,0.0
177662.0,1.0
300810.0,0.0
398035.0,0.0
143373.0,0.0
218848.0,0.0
361983.0,0.0
256156.0,0.0
259594.0,0.0
354413.0,1.0
187097.0,1.0
339665.0,1.0
369099.0,0.0
348886.0,0.0
315038.0,0.0
121203.0,0.0
131376.0,0.0
187099.0,0.0
240210.0,0.0
200102.0,0.0
295724.0,0.0
101365.0,0.0
240208.0,0.0
429193.0,0.0
406499.0,0.0
163106.0,0.0
135494.0,0.0
145777.0,0.0
271535.0,0.0
154757.0,0.0
175822.0,0.0
175726.0,0.0
171360.0,0.0
158135.0,0.0
251945.0,0.0
203957.0,0.0
279585.0,0.0
397846.0,1.0
115108.0,0.0
311093.0,0.0
223519.0,0.0
132396.0,0.0
417856.0,0.0
239854.0,0.0
326746.0,0.0
438698.0,0.0
447220.0,0.0
159291.0,0.0
398230.0,0.0
367426.0,0.0
317320.0,0.0
430312.0,0.0
136276.0,0.0
181581.0,0.0
113328.0,0.0
408558.0,0.0
225150.0,0.0
386146.0,0.0
101397.0,0.0
247881.0,0.0
424643.0,0.0
303331.0,1.0
362031.0,0.0
127968.0,0.0
242584.0,0.0
429061.0,0.0
317580.0,0.0
228557.0,0.0
105138.0,0.0
422973.0,0.0
443989.0,0.0
390094.0,0.0
292026.0,0.0
106655.0,0.0
157780.0,0.0
341496.0,0.0
243275.0,0.0
169196.0,0.0
211669.0,0.0
240333.0,0.0
370207.0,0.0
425215.0,0.0
186466.0,0.0
167489.0,0.0
170165.0,0.0
170269.0,0.0
343808.0,0.0
349872.0,0.0
276932.0,0.0
431370.0,1.0
246006.0,0.0
417396.0,0.0
172277.0,0.0
212512.0,0.0
381126.0,0.0
163357.0,0.0
453172.0,0.0
405557.0,0.0
352962.0,0.0
263186.0,0.0
100229.0,0.0
221043.0,0.0
404984.0,0.0
157930.0,0.0
385381.0,0.0
120811.0,0.0
119890.0,0.0
184582.0,0.0
107727.0,0.0
352652.0,0.0
199074.0,0.0
169570.0,0.0
395105.0,0.0
100510.0,0.0
404975.0,0.0
284605.0,0.0
422381.0,0.0
234447.0,0.0
201227.0,0.0
294073.0,0.0
216286.0,0.0
169476.0,1.0
445134.0,0.0
298724.0,0.0
234706.0,1.0
370126.0,0.0
226549.0,0.0
407596.0,0.0
203626.0,0.0
198481.0,1.0
212946.0,0.0
428767.0,0.0
327870.0,0.0
210478.0,0.0
160474.0,0.0
273320.0,0.0
122621.0,0.0
194845.0,0.0
292709.0,0.0
341244.0,0.0
350207.0,0.0
330232.0,0.0
355153.0,0.0
346495.0,0.0
380283.0,0.0
356291.0,0.0
333286.0,0.0
394775.0,0.0
423724.0,0.0
370417.0,0.0
343510.0,0.0
418637.0,0.0
156013.0,0.0
220253.0,0.0
183196.0,1.0
191867.0,1.0
135946.0,0.0
314820.0,0.0
404500.0,0.0
434137.0,0.0
103526.0,0.0
452728.0,0.0
216710.0,0.0
160640.0,0.0
222789.0,0.0
295843.0,0.0
294513.0,0.0
371537.0,0.0
238936.0,0.0
429828.0,0.0
254848.0,1.0
284377.0,1.0
120915.0,0.0
203519.0,0.0
248010.0,0.0
336434.0,0.0
247506.0,0.0
392423.0,0.0
296370.0,0.0
376555.0,0.0
431633.0,0.0
289073.0,0.0
333814.0,0.0
361498.0,0.0
258203.0,0.0
197076.0,1.0
175998.0,0.0
129957.0,0.0
260073.0,0.0
170507.0,0.0
113033.0,1.0
334056.0,0.0
269767.0,0.0
362288.0,1.0
444542.0,0.0
417710.0,0.0
253404.0,0.0
443470.0,0.0
154122.0,0.0
110930.0,0.0
149630.0,1.0
127163.0,0.0
222443.0,1.0
307340.0,0.0
343868.0,1.0
142253.0,0.0
408690.0,0.0
329102.0,0.0
275621.0,0.0
104927.0,0.0
165586.0,0.0
208638.0,0.0
449788.0,0.0
397288.0,0.0
141391.0,0.0
418476.0,0.0
323173.0,0.0
429363.0,0.0
254344.0,0.0
153837.0,1.0
155827.0,0.0
234108.0,0.0
152177.0,0.0
112851.0,0.0
166308.0,0.0
160551.0,0.0
194412.0,1.0
154027.0,0.0
427271.0,0.0
121753.0,1.0
260634.0,0.0
204095.0,1.0
334003.0,0.0
158982.0,0.0
243021.0,1.0
158793.0,0.0
162345.0,0.0
273369.0,0.0
159036.0,0.0
256577.0,0.0
285001.0,0.0
289769.0,1.0
415461.0,0.0
297305.0,0.0
256555.0,0.0
365963.0,1.0
106773.0,1.0
450361.0,1.0
168988.0,0.0
379326.0,1.0
335194.0,0.0
275906.0,0.0
298866.0,0.0
225115.0,0.0
296500.0,0.0
335264.0,0.0
241264.0,0.0
225712.0,0.0
179403.0,0.0
364284.0,0.0
184440.0,0.0
154456.0,1.0
205242.0,0.0
226228.0,0.0
317873.0,0.0
453910.0,0.0
322466.0,0.0
360875.0,0.0
315369.0,0.0
415180.0,0.0
148633.0,0.0
416165.0,0.0
404244.0,1.0
431228.0,0.0
305688.0,0.0
402371.0,0.0
263529.0,0.0
144190.0,0.0
330665.0,0.0
107438.0,0.0
336596.0,0.0
329674.0,0.0
109704.0,0.0
305332.0,0.0
332379.0,0.0
164786.0,0.0
424496.0,0.0
241829.0,0.0
321322.0,0.0
324366.0,0.0
191251.0,0.0
357858.0,0.0
334952.0,0.0
153235.0,0.0
373107.0,0.0
267158.0,0.0
388139.0,0.0
309838.0,1.0
243059.0,0.0
334891.0,0.0
428416.0,0.0
281491.0,0.0
445942.0,0.0
349929.0,0.0
145126.0,0.0
105425.0,0.0
320408.0,0.0
318397.0,0.0
220251.0,0.0
235715.0,0.0
352276.0,0.0
155551.0,0.0
385900.0,0.0
402208.0,0.0
381788.0,0.0
255439.0,0.0
280792.0,0.0
451829.0,1.0
217861.0,0.0
420461.0,0.0
249138.0,0.0
144836.0,0.0
437079.0,0.0
273795.0,0.0
417575.0,0.0
282656.0,0.0
232009.0,0.0
260753.0,1.0
186228.0,0.0
306657.0,0.0
263057.0,0.0
321967.0,0.0
384351.0,0.0
235427.0,0.0
301311.0,1.0
169056.0,0.0
355203.0,0.0
200410.0,0.0
101775.0,0.0
417426.0,0.0
352206.0,1.0
224872.0,0.0
195003.0,0.0
310603.0,0.0
157295.0,0.0
355382.0,0.0
425928.0,0.0
301073.0,0.0
304618.0,0.0
263961.0,0.0
151849.0,0.0
348584.0,0.0
276810.0,0.0
251168.0,0.0
331583.0,0.0
171030.0,0.0
275844.0,0.0
442243.0,0.0
362106.0,0.0
239984.0,0.0
147936.0,0.0
395902.0,0.0
359262.0,0.0
426661.0,0.0
227831.0,0.0
170327.0,0.0
204690.0,0.0
366832.0,0.0
191357.0,0.0
416524.0,0.0
142514.0,0.0
336004.0,0.0
172945.0,0.0
195748.0,0.0
410242.0,1.0
205825.0,0.0
288372.0,0.0
285332.0,0.0
439243.0,0.0
188934.0,0.0
313542.0,0.0
106547.0,0.0
260509.0,0.0
361436.0,0.0
177451.0,0.0
236910.0,0.0
428147.0,0.0
289306.0,1.0
122588.0,0.0
187428.0,0.0
147210.0,0.0
250483.0,0.0
108942.0,0.0
287567.0,0.0
157064.0,0.0
263144.0,0.0
324553.0,0.0
393906.0,0.0
272208.0,0.0
445893.0,0.0
158064.0,0.0
219950.0,0.0
183565.0,0.0
114682.0,0.0
216318.0,0.0
171669.0,0.0
102026.0,0.0
407020.0,0.0
189011.0,0.0
193844.0,0.0
438467.0,0.0
326173.0,0.0
318603.0,0.0
279973.0,0.0
189858.0,0.0
397388.0,0.0
361817.0,0.0
365519.0,0.0
270443.0,0.0
258575.0,0.0
267409.0,0.0
227817.0,0.0
265101.0,0.0
361676.0,0.0
205976.0,0.0
440605.0,0.0
272093.0,1.0
257688.0,0.0
259621.0,0.0
155761.0,0.0
325007.0,0.0
132587.0,0.0
431250.0,0.0
114878.0,0.0
313616.0,1.0
452655.0,0.0
248433.0,0.0
310003.0,0.0
307414.0,0.0
445512.0,0.0
145197.0,0.0
402494.0,0.0
220162.0,0.0
423568.0,0.0
148902.0,1.0
334321.0,0.0
135551.0,0.0
399859.0,0.0
389207.0,0.0
288589.0,0.0
170739.0,0.0
156610.0,0.0
305412.0,0.0
211570.0,0.0
205998.0,0.0
255178.0,0.0
340831.0,0.0
100375.0,0.0
273249.0,0.0
440890.0,0.0
161989.0,0.0
401475.0,0.0
250023.0,0.0
195659.0,0.0
188185.0,0.0
359095.0,0.0
230387.0,0.0
347502.0,0.0
211764.0,0.0
344721.0,0.0
209014.0,0.0
330417.0,0.0
420532.0,0.0
351272.0,0.0
388978.0,0.0
190421.0,1.0
332638.0,0.0
146827.0,0.0
294179.0,0.0
320230.0,0.0
431790.0,0.0
435195.0,0.0
166816.0,0.0
375547.0,0.0
132451.0,0.0
316316.0,0.0
431589.0,0.0
398424.0,0.0
114037.0,1.0
173784.0,0.0
243621.0,0.0
246907.0,0.0
100147.0,0.0
304757.0,0.0
429939.0,0.0
268324.0,0.0
106105.0,0.0
197877.0,0.0
314368.0,0.0
108331.0,0.0
183701.0,0.0
278478.0,0.0
434538.0,0.0
136378.0,0.0
185208.0,0.0
260639.0,0.0
125369.0,0.0
405675.0,0.0
334311.0,0.0
302872.0,1.0
358301.0,0.0
448985.0,0.0
130324.0,0.0
396212.0,0.0
147536.0,1.0
329693.0,0.0
372944.0,1.0
310294.0,0.0
177965.0,0.0
229582.0,0.0
101115.0,0.0
161160.0,0.0
251492.0,0.0
198231.0,0.0
420475.0,0.0
236600.0,0.0
377348.0,0.0
226279.0,0.0
405031.0,0.0
442777.0,0.0
277188.0,0.0
453503.0,0.0
323051.0,0.0
239454.0,0.0
198154.0,0.0
410101.0,0.0
119840.0,0.0
373678.0,0.0
213904.0,1.0
159119.0,0.0
392400.0,0.0
124924.0,0.0
165014.0,0.0
114158.0,0.0
321224.0,0.0
441888.0,0.0
135646.0,1.0
297919.0,0.0
396374.0,0.0
122013.0,0.0
241009.0,0.0
263326.0,0.0
140771.0,0.0
125875.0,0.0
285233.0,1.0
352112.0,0.0
108796.0,0.0
306699.0,0.0
257532.0,0.0
413954.0,0.0
430784.0,0.0
340252.0,1.0
370177.0,0.0
297190.0,0.0
443101.0,0.0
164645.0,0.0
305894.0,0.0
423386.0,0.0
424838.0,0.0
432867.0,1.0
229964.0,1.0
343275.0,0.0
180542.0,0.0
369986.0,0.0
191483.0,0.0
202897.0,0.0
348288.0,0.0
395371.0,0.0
333736.0,0.0
350409.0,1.0
204556.0,0.0
379001.0,0.0
189278.0,0.0
153020.0,0.0
222592.0,0.0
294295.0,0.0
238728.0,0.0
272852.0,0.0
243234.0,0.0
279951.0,0.0
162948.0,0.0
303971.0,0.0
110845.0,0.0
400086.0,0.0
204859.0,0.0
386954.0,0.0
371486.0,0.0
418074.0,0.0
434281.0,0.0
262635.0,0.0
111147.0,0.0
422494.0,0.0
400145.0,0.0
226723.0,0.0
